,Title,Release Date,Color,Genre,Language,Country,Rating,Lead Actor,Director Name,Lead Actor FB Likes,Cast FB Likes,Director FB Likes,Movie FB Likes,Score,Total Reviews,Duration,Gross Revenue,Budget,Z_Score,Softmax_Score
3079,The Descendants,17-01-2011,Color,Comedy,English,USA,R,Shailene Woodley,Alexander Payne,8000.0,9578,729,22000,7.3,549.0,115.0,82624961,20000000,0.7402597402597401,0.0003912212352453071
3080,The Devil's Double,23-02-2011,Color,Biography,English,Belgium,R,Mem Ferda,Lee Tamahori,31000.0,35561,93,14000,7.1,167.0,109.0,1357042,15000000,0.7142857142857142,0.00032030485655248854
3081,The Dilemma,25-10-2011,Color,Comedy,English,USA,PG-13,Channing Tatum,Ron Howard,17000.0,18510,2000,0,5.3,185.0,111.0,48430355,70000000,0.4805194805194804,5.2946036680101127e-05
3082,The Divide,15-07-2011,Color,Drama,English,Germany,R,Michael Biehn,Xavier Gens,2000.0,4920,87,0,5.8,174.0,122.0,22000,3000000,0.5454545454545453,8.729325687375192e-05
3083,The Flowers of War,04-12-2011,Color,Drama,Mandarin,China,R,Christian Bale,Yimou Zhang,23000.0,23240,611,13000,7.6,136.0,146.0,9213,94000000,0.7792207792207791,0.0005280934301066412
3084,The FP,10-03-2011,Color,Comedy,English,USA,R,Clifton Collins Jr.,Brandon Trost,968.0,2046,32,0,5.6,66.0,82.0,40557,60000,0.5194805194805193,7.14696739388766e-05
3085,The Girl with the Dragon Tattoo,10-12-2011,Color,Crime,English,USA,R,Robin Wright,David Fincher,18000.0,20388,21000,54000,7.8,517.0,158.0,102515793,90000000,0.805194805194805,0.0006450147720985165
3086,The Greatest Movie Ever Sold,08-03-2011,Color,Comedy,English,USA,PG-13,Quentin Tarantino,Morgan Spurlock,16000.0,32405,293,0,6.6,130.0,90.0,638476,1500000,0.6493506493506492,0.0001942747159539413
3087,The Green Hornet,16-04-2011,Color,Action,English,USA,PG-13,Christoph Waltz,Michel Gondry,11000.0,13391,1000,14000,5.8,447.0,119.0,98780042,120000000,0.5454545454545453,8.729325687375192e-05
3088,The Grey,02-02-2011,Color,Action,English,USA,R,Liam Neeson,Joe Carnahan,14000.0,16606,248,32000,6.8,408.0,117.0,51533608,25000000,0.6753246753246751,0.00023728767390692747
3089,The Guard,02-10-2011,Color,Comedy,English,Ireland,R,Don Cheadle,John Michael McDonagh,3000.0,3569,51,17000,7.3,261.0,96.0,5359774,6000000,0.7402597402597401,0.0003912212352453071
3090,The Hangover Part II,09-11-2011,Color,Comedy,English,USA,R,Bradley Cooper,Todd Phillips,14000.0,16143,480,56000,6.5,383.0,102.0,254455986,80000000,0.6363636363636364,0.00017578703237343372
3092,The Help,16-02-2011,Color,Drama,English,USA,PG-13,Emma Stone,Tate Taylor,15000.0,23227,150,75000,8.1,373.0,146.0,169705587,25000000,0.844155844155844,0.0008706788711338108
3093,The Ides of March,13-04-2011,Color,Drama,English,USA,R,Ryan Gosling,George Clooney,33000.0,57077,0,22000,7.1,421.0,101.0,40962534,12500000,0.7142857142857142,0.00032030485655248854
3094,The Innkeepers,10-06-2011,Color,Horror,English,USA,R,Lena Dunham,Ti West,969.0,1252,243,0,5.5,292.0,101.0,77501,750000,0.5064935064935064,6.466843523472504e-05
3095,The Iron Lady,14-04-2011,Color,Biography,English,UK,PG-13,Meryl Streep,Phyllida Lloyd,11000.0,12894,58,18000,6.4,331.0,105.0,29959436,13000000,0.6233766233766234,0.00015905868449698146
3096,The Lincoln Lawyer,06-03-2011,Color,Crime,English,USA,R,Matthew McConaughey,Brad Furman,11000.0,13943,65,25000,7.3,274.0,118.0,57981889,40000000,0.7402597402597401,0.0003912212352453071
3097,The Mechanic,27-05-2011,Color,Action,English,USA,R,Jason Statham,Simon West,26000.0,27834,165,16000,6.6,252.0,93.0,29113588,40000000,0.6493506493506492,0.0001942747159539413
3098,The Muppets,27-08-2011,Color,Adventure,English,USA,PG,Bill Cobbs,James Bobin,970.0,1336,33,26000,7.1,398.0,103.0,88625922,45000000,0.7142857142857142,0.00032030485655248854
3099,The Raid: Redemption,19-04-2011,Color,Action,Indonesian,Indonesia,R,Iko Uwais,Gareth Evans,1000.0,1445,338,51000,7.6,481.0,102.0,4105123,1100000,0.7792207792207791,0.0005280934301066412
3100,The Rite,26-06-2011,Color,Drama,English,USA,PG-13,Anthony Hopkins,Mikael HÃ¥fstrÃ¶m,12000.0,19904,101,23000,6.0,267.0,114.0,33037754,37000000,0.5714285714285714,0.00010662022471438481
3101,The Roommate,02-01-2011,Color,Drama,English,USA,PG-13,Leighton Meester,Christian E. Christiansen,3000.0,5349,26,0,4.8,138.0,91.0,37300107,16000000,0.4155844155844155,3.211339455675102e-05
3102,The Smurfs,30-09-2011,Color,Adventure,English,USA,PG,Mahadeo Shivraj,Raja Gosnell,383.0,692,67,31000,5.5,172.0,103.0,142614158,110000000,0.5064935064935064,6.466843523472504e-05
3103,The Son of No One,19-04-2011,Color,Crime,English,USA,R,Channing Tatum,Dito Montiel,17000.0,32814,68,0,5.1,62.0,90.0,28870,15000000,0.4545454545454544,4.334854848359364e-05
3104,The Three Musketeers,16-05-2011,Color,Action,English,Germany,PG-13,Milla Jovovich,Paul W.S. Anderson,14000.0,27694,545,19000,5.8,228.0,110.0,20315324,75000000,0.5454545454545453,8.729325687375192e-05
3105,The Tree of Life,18-12-2011,Color,Drama,English,USA,PG-13,Brad Pitt,Terrence Malick,11000.0,13021,0,39000,6.7,584.0,139.0,13303319,32000000,0.6623376623376622,0.00021470676618970307
3106,There Be Dragons,08-01-2011,Color,Biography,English,Spain,PG-13,Jordi MollÃ ,Roland JoffÃ©,877.0,3497,596,2000,5.9,77.0,102.0,1068392,36000000,0.5584415584415584,9.647396884097779e-05
3107,Thor,19-01-2011,Color,Action,English,USA,PG-13,Chris Hemsworth,Kenneth Branagh,26000.0,60059,0,63000,7.0,516.0,115.0,181015141,150000000,0.7012987012987012,0.0002898238193873322
3108,Tinker Tailor Soldier Spy,20-09-2011,Color,Drama,English,France,R,Benedict Cumberbatch,Tomas Alfredson,19000.0,46241,140,24000,7.1,466.0,127.0,24104113,20000000,0.7142857142857142,0.00032030485655248854
3109,Tower Heist,14-12-2011,Color,Action,English,USA,PG-13,Matthew Broderick,Brett Ratner,2000.0,3768,420,0,6.2,236.0,104.0,78009155,75000000,0.5974025974025973,0.00013022623654180673
3110,Transformers: Dark of the Moon,14-02-2011,Color,Action,English,USA,PG-13,Glenn Morshower,Michael Bay,894.0,2593,0,46000,6.3,428.0,154.0,352358779,195000000,0.6103896103896103,0.00014392224939644498
3111,Unknown,06-03-2011,Color,Action,English,UK,PG-13,Liam Neeson,Jaume Collet-Serra,14000.0,17152,174,29000,6.9,349.0,113.0,61094903,30000000,0.6883116883116883,0.00026224343641975407
3112,War Horse,09-04-2011,Black and White,Drama,English,USA,PG-13,Jeremy Irvine,Steven Spielberg,25000.0,46726,14000,28000,7.2,388.0,146.0,79883359,66000000,0.7272727272727271,0.00035399161238020254
3113,Warrior,11-09-2011,Color,Drama,English,USA,PG-13,Tom Hardy,Gavin O'Connor,27000.0,29692,149,77000,8.2,317.0,140.0,13651662,25000000,0.857142857142857,0.0009622489673600217
3114,Water for Elephants,29-08-2011,Color,Drama,English,USA,PG-13,Robert Pattinson,Francis Lawrence,21000.0,36062,508,33000,6.9,279.0,120.0,58700247,38000000,0.6883116883116883,0.00026224343641975407
3115,We Need to Talk About Kevin,11-04-2011,Color,Drama,English,UK,R,Ezra Miller,Lynne Ramsay,3000.0,3547,159,38000,7.5,389.0,112.0,1738692,7000000,0.7662337662337662,0.0004778386957794468
3116,Weekend,09-11-2011,Color,Drama,English,UK,Not Rated,Tom Cullen,Andrew Haigh,507.0,654,131,0,7.7,143.0,97.0,469947,120000,0.792207792207792,0.0005836335009806748
3117,What's Your Number?,06-02-2011,Color,Comedy,English,USA,R,Chris Evans,Mark Mylod,11000.0,15713,20,0,6.0,151.0,117.0,13987482,20000000,0.5714285714285714,0.00010662022471438481
3118,Winnie the Pooh,19-08-2011,Color,Adventure,English,USA,G,Craig Ferguson,Stephen J. Anderson,759.0,1002,15,0,7.3,162.0,63.0,26687172,30000000,0.7402597402597401,0.0003912212352453071
3119,X-Men: First Class,18-12-2011,Color,Action,English,USA,PG-13,Jennifer Lawrence,Matthew Vaughn,34000.0,50983,905,54000,7.8,500.0,132.0,146405371,160000000,0.805194805194805,0.0006450147720985165
3120,Young Adult,14-01-2011,Color,Comedy,English,USA,R,Charlize Theron,Jason Reitman,9000.0,10575,655,0,6.3,325.0,94.0,16300302,12000000,0.6103896103896103,0.00014392224939644498
3121,Your Highness,17-02-2011,Color,Adventure,English,USA,R,Natalie Portman,David Gordon Green,20000.0,45202,234,18000,5.6,208.0,102.0,21557240,49900000,0.5194805194805193,7.14696739388766e-05
3122,Your Sister's Sister,22-02-2011,Color,Comedy,English,USA,R,Mark Duplass,Lynn Shelton,830.0,973,100,3000,6.7,171.0,90.0,1573712,125000,0.6623376623376622,0.00021470676618970307
3123,Zookeeper,05-04-2011,Color,Comedy,English,USA,PG,Rosario Dawson,Frank Coraci,3000.0,5392,153,0,5.2,178.0,102.0,80360866,80000000,0.46753246753246747,4.7907555124859926e-05
3124,2016: Obama's America,15-04-2012,Color,Documentary,English,USA,PG,Barack Obama,Dinesh D'Souza,871.0,1111,67,0,5.1,30.0,87.0,33349949,2500000,0.4545454545454544,4.334854848359364e-05
3125,21 Jump Street,05-11-2012,Color,Action,English,USA,R,Channing Tatum,Phil Lord,17000.0,19968,97,39000,7.2,375.0,109.0,138447667,42000000,0.7272727272727271,0.00035399161238020254
3126,A Thousand Words,04-02-2012,Color,Comedy,English,USA,PG-13,John Gatins,Brian Robbins,61.0,222,48,0,5.9,70.0,91.0,18438149,40000000,0.5584415584415584,9.647396884097779e-05
3127,Abraham Lincoln: Vampire Hunter,16-09-2012,Color,Action,English,USA,R,Rufus Sewell,Timur Bekmambetov,3000.0,8281,335,98000,5.9,393.0,105.0,37516013,69000000,0.5584415584415584,9.647396884097779e-05
3128,Act of Valor,12-10-2012,Color,Action,English,USA,R,Alex Veadov,Mike McCoy,93.0,146,16,15000,6.5,216.0,110.0,70011073,12000000,0.6363636363636364,0.00017578703237343372
3129,Alex Cross,02-09-2012,Color,Action,English,USA,PG-13,Cicely Tyson,Rob Cohen,907.0,2471,357,11000,5.1,211.0,101.0,25863915,35000000,0.4545454545454544,4.334854848359364e-05
3130,American Reunion,14-03-2012,Color,Comedy,English,USA,R,Alyson Hannigan,Jon Hurwitz,3000.0,8398,22,39000,6.7,291.0,113.0,56724080,50000000,0.6623376623376622,0.00021470676618970307
3131,Amour,04-06-2012,Color,Drama,French,France,PG-13,Isabelle Huppert,Michael Haneke,678.0,1557,0,33000,7.9,447.0,127.0,225377,8900000,0.8181818181818181,0.0007128515678524725
3132,Arbitrage,24-05-2012,Color,Drama,English,USA,R,Nate Parker,Nicholas Jarecki,664.0,2440,27,0,6.6,288.0,107.0,7918283,12000000,0.6493506493506492,0.0001942747159539413
3133,Argo,08-01-2012,Color,Biography,English,USA,R,Clea DuVall,Ben Affleck,1000.0,3133,0,89000,7.7,656.0,130.0,136019448,44500000,0.792207792207792,0.0005836335009806748
3134,Atlas Shrugged II: The Strike,27-04-2012,Color,Drama,English,USA,PG-13,Robert Picardo,John Putch,823.0,5262,60,0,5.5,23.0,111.0,3333823,10000000,0.5064935064935064,6.466843523472504e-05
3135,Bachelorette,03-10-2012,Color,Comedy,English,USA,R,Kirsten Dunst,Leslye Headland,4000.0,8353,21,0,5.3,156.0,87.0,418268,3000000,0.4805194805194804,5.2946036680101127e-05
3136,Battleship,01-07-2012,Color,Action,English,USA,PG-13,Liam Neeson,Peter Berg,14000.0,26679,532,44000,5.9,377.0,131.0,65173160,209000000,0.5584415584415584,9.647396884097779e-05
3137,Beasts of the Southern Wild,09-08-2012,Color,Drama,English,USA,PG-13,QuvenzhanÃ© Wallis,Benh Zeitlin,2000.0,2658,188,31000,7.3,663.0,93.0,12784397,1800000,0.7402597402597401,0.0003912212352453071
3138,Big Miracle,26-12-2012,Color,Biography,English,USA,PG,Ted Danson,Ken Kwapis,875.0,1702,42,0,6.5,125.0,107.0,20113965,40000000,0.6363636363636364,0.00017578703237343372
3139,Blue Like Jazz,12-06-2012,Color,Comedy,English,USA,PG-13,Jason Marsden,Steve Taylor,1000.0,1805,14,0,6.0,38.0,108.0,594904,1200000,0.5714285714285714,0.00010662022471438481
3140,Brave,16-03-2012,Color,Adventure,English,USA,PG,Kelly Macdonald,Mark Andrews,2000.0,5005,56,39000,7.2,488.0,93.0,237282182,185000000,0.7272727272727271,0.00035399161238020254
3141,Bullet to the Head,25-09-2012,Color,Action,English,USA,R,Sylvester Stallone,Walter Hill,13000.0,25418,394,10000,5.7,279.0,92.0,9483821,55000000,0.5324675324675323,7.89862051615955e-05
3142,Burn,11-11-2012,Color,Documentary,English,USA,Not Rated,Brendan Doogie Milewski,Tom Putnam,2.0,2,15,801,7.5,22.0,86.0,111300,225000,0.7662337662337662,0.0004778386957794468
3143,Casa de mi Padre,30-05-2012,Color,Comedy,Spanish,USA,R,Will Ferrell,Matt Piedmont,8000.0,10123,4,9000,5.5,133.0,84.0,5895238,6000000,0.5064935064935064,6.466843523472504e-05
3144,Chasing Mavericks,24-02-2012,Color,Biography,English,USA,PG,Gerard Butler,Michael Apted,18000.0,21200,150,13000,7.2,116.0,116.0,6002756,20000000,0.7272727272727271,0.00035399161238020254
3145,Chernobyl Diaries,30-03-2012,Color,Horror,English,USA,R,Jesse McCartney,Bradley Parker,1000.0,2665,18,24000,5.0,270.0,86.0,18112929,1000000,0.4415584415584415,3.922338868550149e-05
3146,Chronicle,02-06-2012,Color,Drama,English,USA,PG-13,Michael Kelly,Josh Trank,963.0,2054,128,32000,7.1,414.0,89.0,64572496,12000000,0.7142857142857142,0.00032030485655248854
3147,Cloud Atlas,28-06-2012,Color,Drama,English,Germany,R,Tom Hanks,Tom Tykwer,15000.0,22686,670,124000,7.5,511.0,172.0,27098580,102000000,0.7662337662337662,0.0004778386957794468
3148,Compliance,28-09-2012,Color,Biography,English,USA,R,Dreama Walker,Craig Zobel,601.0,1734,25,0,6.4,286.0,90.0,318622,270000,0.6233766233766234,0.00015905868449698146
3149,Contraband,21-05-2012,Color,Action,English,USA,R,J.K. Simmons,Baltasar KormÃ¡kur,24000.0,26625,175,0,6.5,270.0,109.0,66489425,25000000,0.6363636363636364,0.00017578703237343372
3150,Dark Shadows,13-03-2012,Color,Comedy,English,USA,PG-13,Johnny Depp,Tim Burton,40000.0,80849,13000,82000,6.2,526.0,113.0,79711678,100000000,0.5974025974025973,0.00013022623654180673
3151,Deadfall,10-06-2012,Color,Crime,English,USA,R,Charlie Hunnam,Stefan Ruzowitzky,16000.0,27575,24,0,6.3,162.0,95.0,65804,12000000,0.6103896103896103,0.00014392224939644498
3152,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,12-02-2012,Color,Documentary,English,USA,Not Rated,David Mamet,Molly Bernstein,342.0,483,0,590,7.1,39.0,88.0,151389,500000,0.7142857142857142,0.00032030485655248854
3153,Detention of the Dead,01-09-2012,Color,Comedy,English,USA,Not Rated,Justin Chon,Alex Craig Mann,552.0,2251,38,898,4.6,29.0,87.0,1332,500000,0.3896103896103895,2.6292223709339124e-05
3154,Diary of a Wimpy Kid: Dog Days,28-04-2012,Color,Comedy,English,USA,PG,Zachary Gordon,David Bowers,975.0,3153,42,0,6.4,88.0,94.0,49002815,22000000,0.6233766233766234,0.00015905868449698146
3155,Django Unchained,27-12-2012,Color,Drama,English,USA,R,Leonardo DiCaprio,Quentin Tarantino,29000.0,40978,16000,199000,8.5,765.0,165.0,162804648,100000000,0.8961038961038961,0.0012989002436718403
3156,Dredd,26-03-2012,Color,Action,English,UK,R,Wood Harris,Pete Travis,409.0,578,38,46000,7.1,432.0,95.0,13401683,35000000,0.7142857142857142,0.00032030485655248854
3157,Eddie: The Sleepwalking Cannibal,29-07-2012,Color,Comedy,English,Canada,Not Rated,Stephen McHattie,Boris Rodriguez,413.0,843,5,932,5.7,56.0,83.0,1521,1500000,0.5324675324675323,7.89862051615955e-05
3158,End of Watch,14-03-2012,Color,Crime,English,USA,R,Jake Gyllenhaal,David Ayer,15000.0,27788,453,38000,7.7,355.0,109.0,40983001,7000000,0.792207792207792,0.0005836335009806748
3159,Ernest & Celestine,22-10-2012,Color,Animation,French,France,PG,Mackenzie Foy,StÃ©phane Aubier,6000.0,6829,2,0,7.9,99.0,80.0,71442,9600000,0.8181818181818181,0.0007128515678524725
3160,Filly Brown,05-05-2012,Color,Drama,English,USA,R,Noel Gugliemi,Youssef Delara,2000.0,2459,8,0,5.7,16.0,80.0,2833383,427000,0.5324675324675323,7.89862051615955e-05
3161,Flight,14-07-2012,Color,Drama,English,USA,R,Denzel Washington,Robert Zemeckis,18000.0,20952,0,64000,7.3,449.0,138.0,93749203,31000000,0.7402597402597401,0.0003912212352453071
3162,"For a Good Time, Call...",11-10-2012,Color,Comedy,English,USA,R,James Wolk,Jamie Travis,938.0,3770,15,0,6.0,115.0,88.0,1243961,850000,0.5714285714285714,0.00010662022471438481
3163,For Greater Glory: The True Story of Cristiada,10-12-2012,Color,Drama,Spanish,Mexico,R,Santiago Cabrera,Dean Wright,639.0,1807,0,0,6.6,43.0,145.0,5669081,10818775,0.6493506493506492,0.0001942747159539413
3164,Frankenweenie,18-01-2012,Black and White,Animation,English,USA,PG,Martin Landau,Tim Burton,940.0,4774,13000,25000,7.0,370.0,87.0,35287788,39000000,0.7012987012987012,0.0002898238193873322
3165,Fun Size,24-10-2012,Color,Adventure,English,USA,PG-13,Thomas McDonell,Josh Schwartz,962.0,3715,90,0,5.4,77.0,86.0,9402410,14000000,0.49350649350649345,5.85144199662143e-05
3166,Hardflip,17-08-2012,Color,Action,English,USA,PG-13,Matthew Ziff,Johnny Remo,260000.0,263584,74,706,5.6,2.0,112.0,96734,1000000,0.5194805194805193,7.14696739388766e-05
3167,Here Comes the Boom,02-02-2012,Color,Action,English,USA,PG,Salma Hayek,Frank Coraci,4000.0,6727,153,17000,6.5,154.0,105.0,45290318,42000000,0.6363636363636364,0.00017578703237343372
3168,Hit and Run,01-03-2012,Color,Action,English,USA,R,Bradley Cooper,David Palmer,14000.0,15922,21,0,6.1,176.0,100.0,13746550,2000000,0.5844155844155844,0.00011783357163302848
3169,Hope Springs,25-06-2012,Color,Comedy,English,USA,PG-13,Meryl Streep,David Frankel,11000.0,19420,64,0,6.3,234.0,100.0,63536011,30000000,0.6103896103896103,0.00014392224939644498
3170,Hotel Transylvania,11-12-2012,Color,Animation,English,USA,PG,Steve Buscemi,Genndy Tartakovsky,12000.0,37142,266,28000,7.1,256.0,91.0,148313048,85000000,0.7142857142857142,0.00032030485655248854
3171,House at the End of the Street,25-08-2012,Color,Drama,English,Canada,PG-13,Jennifer Lawrence,Mark Tonderai,34000.0,35717,13,10000,5.6,224.0,101.0,31607598,6900000,0.5194805194805193,7.14696739388766e-05
3172,Ice Age: Continental Drift,16-02-2012,Color,Adventure,English,USA,PG,Peter Dinklage,Steve Martino,22000.0,25354,20,14000,6.6,233.0,88.0,161317423,95000000,0.6493506493506492,0.0001942747159539413
3173,Inescapable,21-12-2012,Color,Drama,English,Canada,R,Saad Siddiqui,Ruba Nadda,223.0,242,55,657,5.2,36.0,93.0,4063,4000000,0.46753246753246747,4.7907555124859926e-05
3174,Jab Tak Hai Jaan,24-04-2012,Color,Drama,Hindi,India,Not Rated,Shah Rukh Khan,Yash Chopra,8000.0,13762,147,12000,6.9,50.0,176.0,3047539,7217600,0.6883116883116883,0.00026224343641975407
3175,Jack Reacher,08-06-2012,Color,Action,English,USA,PG-13,Tom Cruise,Christopher McQuarrie,10000.0,16385,188,38000,7.0,387.0,130.0,80033643,60000000,0.7012987012987012,0.0002898238193873322
3176,John Carter,04-09-2012,Color,Action,English,USA,PG-13,Daryl Sabara,Andrew Stanton,640.0,1873,475,24000,6.6,462.0,132.0,73058679,263700000,0.6493506493506492,0.0001942747159539413
3177,Journey 2: The Mysterious Island,04-06-2012,Color,Action,English,USA,PG,Josh Hutcherson,Brad Peyton,14000.0,27842,62,0,5.8,178.0,94.0,103812241,79000000,0.5454545454545453,8.729325687375192e-05
3178,Joyful Noise,14-06-2012,Color,Comedy,English,USA,PG-13,Dolly Parton,Todd Graff,1000.0,3389,650,0,5.7,98.0,118.0,30920167,25000000,0.5324675324675323,7.89862051615955e-05
3179,Katy Perry: Part of Me,07-09-2012,Color,Documentary,English,USA,PG,Lexie Contursi,Dan Cutforth,28.0,52,4,0,5.9,68.0,93.0,25240988,12000000,0.5584415584415584,9.647396884097779e-05
3180,Killing Them Softly,14-06-2012,Color,Crime,English,USA,R,Brad Pitt,Andrew Dominik,11000.0,14025,181,20000,6.2,414.0,97.0,14938570,15000000,0.5974025974025973,0.00013022623654180673
3181,Les MisÃ©rables,01-08-2012,Color,Drama,English,USA,PG-13,Hugh Jackman,Tom Hooper,20000.0,46204,0,144000,7.6,488.0,158.0,148775460,61000000,0.7792207792207791,0.0005280934301066412
3182,Life of Pi,02-10-2012,Color,Adventure,English,USA,PG,Suraj Sharma,Ang Lee,774.0,2121,0,122000,8.0,552.0,127.0,124976634,120000000,0.8311688311688311,0.0007878228216951816
3183,Lincoln,12-12-2012,Color,Biography,English,USA,PG-13,Joseph Gordon-Levitt,Steven Spielberg,23000.0,25517,14000,71000,7.4,538.0,150.0,182204440,65000000,0.7532467532467533,0.0004323663317267452
3184,Lockout,01-12-2012,Color,Action,English,France,PG-13,Joseph Gilgun,James Mather,788.0,1414,4,10000,6.1,289.0,95.0,14291570,20000000,0.5844155844155844,0.00011783357163302848
3185,Looper,02-06-2012,Color,Action,English,USA,R,Joseph Gordon-Levitt,Rian Johnson,23000.0,37387,0,75000,7.4,589.0,119.0,66468315,30000000,0.7532467532467533,0.0004323663317267452
3186,Madagascar 3: Europe's Most Wanted,13-09-2012,Color,Adventure,English,USA,PG,Jada Pinkett Smith,Eric Darnell,851.0,2444,35,17000,6.9,211.0,93.0,216366733,145000000,0.6883116883116883,0.00026224343641975407
3187,Madea's Witness Protection,13-01-2012,Color,Comedy,English,USA,PG-13,John Amos,Tyler Perry,982.0,2753,0,0,4.8,31.0,114.0,65623128,20000000,0.4155844155844155,3.211339455675102e-05
